Experiment;Structure;Fragment;Species;Date;Green;Survival (%)
MAP;3;11;Porites cylindrica;5-5-2020;;0
MAP;3;12;Pocillopora verrucose;5-5-2020;137.6303926;10
MAP;3;13;Millepora sp;5-5-2020;137.9268091;30
MAP;3;14;Millepora sp;5-5-2020;80.85190528;80
MAP;3;15;Acropora verweyi;5-5-2020;142.6025246;100
MAP;3;16;Pocillopora verrucose;5-5-2020;;0
MAP;3;1;Acropora verweyi;27-5-2020;128.4937628;90
MAP;3;2;Pocillopora verrucose;27-5-2020;;0
MAP;3;3;Millepora sp;27-5-2020;;0
MAP;3;4;Millepora sp;27-5-2020;;0
MAP;3;5;Pocillopora verrucose;27-5-2020;;0
MAP;3;6;Porites cylindrica;27-5-2020;;0
MAP;3;7;Acropora verweyi;27-5-2020;136.5019074;100
MAP;3;8;Porites cylindrica;27-5-2020;162.5265457;10
MAP;3;9;Porites cylindrica;27-5-2020;;0
MAP;3;10;Acropora verweyi;27-5-2020;;0
MAP;3;11;Porites cylindrica;27-5-2020;;0
MAP;3;12;Pocillopora verrucose;27-5-2020;;0
MAP;3;13;Millepora sp;27-5-2020;81.52322559;20
MAP;3;14;Millepora sp;27-5-2020;65.46796593;80
MAP;3;15;Acropora verweyi;27-5-2020;133.5943818;100
MAP;3;16;Pocillopora verrucose;27-5-2020;;0
MAP;3;1;Acropora verweyi;24-6-2020;47.63620298;100
MAP;3;2;Pocillopora verrucose;24-6-2020;;0
MAP;3;3;Millepora sp;24-6-2020;;0
MAP;3;4;Millepora sp;24-6-2020;53.58100509;30
MAP;3;5;Pocillopora verrucose;24-6-2020;;0
MAP;3;6;Porites cylindrica;24-6-2020;;0
MAP;3;7;Acropora verweyi;24-6-2020;37.78753576;100
MAP;3;8;Porites cylindrica;24-6-2020;65.94510666;70
MAP;3;9;Porites cylindrica;24-6-2020;;0
MAP;3;10;Acropora verweyi;24-6-2020;43.92000698;90
MAP;3;11;Porites cylindrica;24-6-2020;;0
MAP;3;12;Pocillopora verrucose;24-6-2020;;0
MAP;3;13;Millepora sp;24-6-2020;44.98795817;40
MAP;3;14;Millepora sp;24-6-2020;32.80616911;80
MAP;3;15;Acropora verweyi;24-6-2020;37.82462843;100
MAP;3;16;Pocillopora verrucose;24-6-2020;;0
MAP;4;1;Pocillopora verrucose;10-3-2020;137.340371;80
MAP;4;2;Millepora sp;10-3-2020;121.9332014;100
MAP;4;3;Acropora verweyi;10-3-2020;119.2686156;100
MAP;4;4;Porites cylindrica;10-3-2020;153.8251493;80
MAP;4;5;Pocillopora verrucose;10-3-2020;127.4926291;80
MAP;4;6;Porites cylindrica;10-3-2020;125.0335406;60
MAP;4;7;Millepora sp;10-3-2020;121.8515699;90
MAP;4;8;Acropora verweyi;10-3-2020;102.0846523;100
MAP;4;9;Porites cylindrica;10-3-2020;142.1182932;80
MAP;4;10;Acropora verweyi;10-3-2020;152.1439495;100
MAP;4;11;Porites cylindrica;10-3-2020;139.0927542;90
MAP;4;12;Millepora sp;10-3-2020;99.22790158;70
MAP;4;13;Millepora sp;10-3-2020;113.8584365;80
MAP;4;14;Pocillopora verrucose;10-3-2020;174.3731884;90
MAP;4;15;Acropora verweyi;10-3-2020;141.1439443;100
MAP;4;16;Pocillopora verrucose;10-3-2020;164.5507973;100
MAP;4;1;Pocillopora verrucose;16-3-2020;119.1553512;100
MAP;4;2;Millepora sp;16-3-2020;62.6313687;100
MAP;4;3;Acropora verweyi;16-3-2020;61.61870806;100
MAP;4;4;Porites cylindrica;16-3-2020;111.59491;90
MAP;4;5;Pocillopora verrucose;16-3-2020;120.8943008;100
MAP;4;6;Porites cylindrica;16-3-2020;83.51502034;90
MAP;4;7;Millepora sp;16-3-2020;62.74992262;90
MAP;4;8;Acropora verweyi;16-3-2020;63.15223221;100
MAP;4;9;Porites cylindrica;16-3-2020;95.59823812;10
MAP;4;10;Acropora verweyi;16-3-2020;65.08823628;100
MAP;4;11;Porites cylindrica;16-3-2020;108.9878567;80
MAP;4;12;Millepora sp;16-3-2020;45.13432403;90
MAP;4;13;Millepora sp;16-3-2020;68.32575845;100
MAP;4;14;Pocillopora verrucose;16-3-2020;134.3914246;100
MAP;4;15;Acropora verweyi;16-3-2020;66.51710122;100
MAP;4;16;Pocillopora verrucose;16-3-2020;135.2751387;80
MAP;4;1;Pocillopora verrucose;24-3-2020;169.7032683;100
MAP;4;2;Millepora sp;24-3-2020;137.2783312;80
MAP;4;3;Acropora verweyi;24-3-2020;72.05602912;100
MAP;4;4;Porites cylindrica;24-3-2020;155.3376362;90
MAP;4;5;Pocillopora verrucose;24-3-2020;193.9841366;100
MAP;4;6;Porites cylindrica;24-3-2020;177.2970772;90
MAP;4;7;Millepora sp;24-3-2020;119.9414597;80
MAP;4;8;Acropora verweyi;24-3-2020;85.64200234;100
MAP;4;9;Porites cylindrica;24-3-2020;144.5942929;20
MAP;4;10;Acropora verweyi;24-3-2020;82.38099701;100
MAP;4;11;Porites cylindrica;24-3-2020;165.843088;90
MAP;4;12;Millepora sp;24-3-2020;83.93854054;30
MAP;4;13;Millepora sp;24-3-2020;97.09907416;90
MAP;4;14;Pocillopora verrucose;24-3-2020;169.3237077;100
MAP;4;15;Acropora verweyi;24-3-2020;61.56951537;100
MAP;4;16;Pocillopora verrucose;24-3-2020;173.6886308;100
MAP;4;1;Pocillopora verrucose;31-3-2020;178.2591428;100
MAP;4;2;Millepora sp;31-3-2020;190.0909091;30
MAP;4;3;Acropora verweyi;31-3-2020;88.50591599;100
MAP;4;4;Porites cylindrica;31-3-2020;161.4556136;80
MAP;4;5;Pocillopora verrucose;31-3-2020;205.3136161;100
MAP;4;6;Porites cylindrica;31-3-2020;195.4522991;90
MAP;4;7;Millepora sp;31-3-2020;161.4058241;80
MAP;4;8;Acropora verweyi;31-3-2020;97.9991548;100
MAP;4;9;Porites cylindrica;31-3-2020;172.2707933;40
MAP;4;10;Acropora verweyi;31-3-2020;111.4286553;100
MAP;4;11;Porites cylindrica;31-3-2020;180.9431534;90
MAP;4;12;Millepora sp;31-3-2020;94.54523576;90
MAP;4;13;Millepora sp;31-3-2020;139.6664194;100
MAP;4;14;Pocillopora verrucose;31-3-2020;186.3456369;100
MAP;4;15;Acropora verweyi;31-3-2020;112.1999413;100
MAP;4;16;Pocillopora verrucose;31-3-2020;187.3765259;80
MAP;4;1;Pocillopora verrucose;7-4-2020;159.5385037;90
MAP;4;2;Millepora sp;7-4-2020;177.7395431;30
MAP;4;3;Acropora verweyi;7-4-2020;115.4446652;100
MAP;4;4;Porites cylindrica;7-4-2020;206.0913698;30
MAP;4;5;Pocillopora verrucose;7-4-2020;200.2362156;90
MAP;4;6;Porites cylindrica;7-4-2020;204.7176923;80
MAP;4;7;Millepora sp;7-4-2020;165.2496958;70
MAP;4;8;Acropora verweyi;7-4-2020;132.7359896;100
MAP;4;9;Porites cylindrica;7-4-2020;195.8655502;30
MAP;4;10;Acropora verweyi;7-4-2020;98.48747063;100
MAP;4;11;Porites cylindrica;7-4-2020;149.2619769;20
MAP;4;12;Millepora sp;7-4-2020;127.8286224;80
MAP;4;13;Millepora sp;7-4-2020;183.1824215;90
MAP;4;14;Pocillopora verrucose;7-4-2020;194.91298;90
MAP;4;15;Acropora verweyi;7-4-2020;120.689251;100
MAP;4;16;Pocillopora verrucose;7-4-2020;197.7466667;90
MAP;4;1;Pocillopora verrucose;14-4-2020;185.5817687;90
MAP;4;2;Millepora sp;14-4-2020;209.7074479;20
MAP;4;3;Acropora verweyi;14-4-2020;147.74659;100
MAP;4;4;Porites cylindrica;14-4-2020;197.5191464;30
MAP;4;5;Pocillopora verrucose;14-4-2020;188.4072435;80
MAP;4;6;Porites cylindrica;14-4-2020;190.5381686;70
MAP;4;7;Millepora sp;14-4-2020;188.8281715;60
MAP;4;8;Acropora verweyi;14-4-2020;151.3132912;100
MAP;4;9;Porites cylindrica;14-4-2020;168.5854905;50
MAP;4;10;Acropora verweyi;14-4-2020;125.1170343;100
MAP;4;11;Porites cylindrica;14-4-2020;176.2128251;70
MAP;4;12;Millepora sp;14-4-2020;135.8927178;80
MAP;4;13;Millepora sp;14-4-2020;177.2574358;90
MAP;4;14;Pocillopora verrucose;14-4-2020;191.6514672;90
MAP;4;15;Acropora verweyi;14-4-2020;152.5607979;100
MAP;4;16;Pocillopora verrucose;14-4-2020;175.6919224;50
MAP;4;1;Pocillopora verrucose;21-4-2020;196.9720094;90
MAP;4;2;Millepora sp;21-4-2020;165.5265134;10
MAP;4;3;Acropora verweyi;21-4-2020;171.2798234;100
MAP;4;4;Porites cylindrica;21-4-2020;;0
MAP;4;5;Pocillopora verrucose;21-4-2020;206.466643;90
MAP;4;6;Porites cylindrica;21-4-2020;193.3189848;60
MAP;4;7;Millepora sp;21-4-2020;168.8706846;70
MAP;4;8;Acropora verweyi;21-4-2020;152.1155591;100
MAP;4;9;Porites cylindrica;21-4-2020;174.632227;30
MAP;4;10;Acropora verweyi;21-4-2020;135.1101898;100
MAP;4;11;Porites cylindrica;21-4-2020;185.6994075;70
MAP;4;12;Millepora sp;21-4-2020;131.8899432;70
MAP;4;13;Millepora sp;21-4-2020;153.6828923;80
MAP;4;14;Pocillopora verrucose;21-4-2020;176.1086209;80
MAP;4;15;Acropora verweyi;21-4-2020;153.3059883;100
MAP;4;16;Pocillopora verrucose;21-4-2020;173.8550486;30
MAP;4;1;Pocillopora verrucose;5-5-2020;229.1078489;20
MAP;4;2;Millepora sp;5-5-2020;161.1645134;10
MAP;4;3;Acropora verweyi;5-5-2020;134.2503384;100
MAP;4;4;Porites cylindrica;5-5-2020;150.886359;20
MAP;4;5;Pocillopora verrucose;5-5-2020;;0
MAP;4;6;Porites cylindrica;5-5-2020;161.4600319;50
MAP;4;7;Millepora sp;5-5-2020;170.7466557;60
MAP;4;8;Acropora verweyi;5-5-2020;163.4087568;100
MAP;4;9;Porites cylindrica;5-5-2020;151.0742303;30
MAP;4;10;Acropora verweyi;5-5-2020;132.505422;100
MAP;4;11;Porites cylindrica;5-5-2020;186.7983626;60
MAP;4;12;Millepora sp;5-5-2020;103.018932;80
MAP;4;13;Millepora sp;5-5-2020;143.032406;90
MAP;4;14;Pocillopora verrucose;5-5-2020;;0
MAP;4;15;Acropora verweyi;5-5-2020;160.4666593;100
MAP;4;16;Pocillopora verrucose;5-5-2020;;0
MAP;4;1;Pocillopora verrucose;27-5-2020;;0
MAP;4;2;Millepora sp;27-5-2020;117.6540592;10
MAP;4;3;Acropora verweyi;27-5-2020;136.0679627;100
MAP;4;4;Porites cylindrica;27-5-2020;;0
MAP;4;5;Pocillopora verrucose;27-5-2020;;0
MAP;4;6;Porites cylindrica;27-5-2020;148.9349915;50
MAP;4;7;Millepora sp;27-5-2020;94.52486022;60
MAP;4;8;Acropora verweyi;27-5-2020;120.8098389;100
MAP;4;9;Porites cylindrica;27-5-2020;207.100972;10
MAP;4;10;Acropora verweyi;27-5-2020;116.5781917;100
MAP;4;11;Porites cylindrica;27-5-2020;207.5265123;20
MAP;4;12;Millepora sp;27-5-2020;62.50434406;100
MAP;4;13;Millepora sp;27-5-2020;91.27667893;90
MAP;4;14;Pocillopora verrucose;27-5-2020;;0
MAP;4;15;Acropora verweyi;27-5-2020;152.8924838;100
MAP;4;16;Pocillopora verrucose;27-5-2020;;0
MAP;4;1;Pocillopora verrucose;24-6-2020;;0
MAP;4;2;Millepora sp;24-6-2020;29.22469424;10
MAP;4;3;Acropora verweyi;24-6-2020;69.07968169;100
MAP;4;4;Porites cylindrica;24-6-2020;;0
MAP;4;5;Pocillopora verrucose;24-6-2020;;0
MAP;4;6;Porites cylindrica;24-6-2020;;0
MAP;4;7;Millepora sp;24-6-2020;34.97120105;60
MAP;4;8;Acropora verweyi;24-6-2020;61.87152445;100
MAP;4;9;Porites cylindrica;24-6-2020;;0
MAP;4;10;Acropora verweyi;24-6-2020;46.88249736;100
MAP;4;11;Porites cylindrica;24-6-2020;;0
MAP;4;12;Millepora sp;24-6-2020;34.27333821;60
MAP;4;13;Millepora sp;24-6-2020;34.26878019;80
MAP;4;14;Pocillopora verrucose;24-6-2020;;0
MAP;4;15;Acropora verweyi;24-6-2020;50.4048751;100
MAP;4;16;Pocillopora verrucose;24-6-2020;;0
MAP;5;1;Acropora verweyi;10-3-2020;124.516196;90
MAP;5;2;Porites cylindrica;10-3-2020;147.0556671;90
MAP;5;3;Millepora sp;10-3-2020;127.1719017;70
MAP;5;4;Pocillopora verrucose;10-3-2020;137.2114367;100
MAP;5;5;Pocillopora verrucose;10-3-2020;167.1516491;100
MAP;5;6;Porites cylindrica;10-3-2020;131.350396;100
MAP;5;7;Porites cylindrica;10-3-2020;133.3604867;90
MAP;5;8;Acropora verweyi;10-3-2020;147.9645063;100
MAP;5;9;Millepora sp;10-3-2020;140.5763064;60
MAP;5;10;Acropora verweyi;10-3-2020;147.4071766;100
MAP;5;11;Pocillopora verrucose;10-3-2020;168.8337729;90
MAP;5;12;Millepora sp;10-3-2020;145.8089035;70
MAP;5;13;Pocillopora verrucose;10-3-2020;123.9169372;60
MAP;5;14;Porites cylindrica;10-3-2020;188.9505785;100
MAP;5;15;Acropora verweyi;10-3-2020;177.2424371;100
MAP;5;16;Millepora sp;10-3-2020;151.7151031;80
MAP;5;1;Acropora verweyi;16-3-2020;45.57959585;100
MAP;5;2;Porites cylindrica;16-3-2020;127.0495476;90
MAP;5;3;Millepora sp;16-3-2020;60.41902499;90
MAP;5;4;Pocillopora verrucose;16-3-2020;138.2728601;100
MAP;5;5;Pocillopora verrucose;16-3-2020;128.1720926;90
MAP;5;6;Porites cylindrica;16-3-2020;114.8560383;90
MAP;5;7;Porites cylindrica;16-3-2020;100.9988137;90
MAP;5;8;Acropora verweyi;16-3-2020;67.5358971;100
MAP;5;9;Millepora sp;16-3-2020;78.0746671;70
MAP;5;10;Acropora verweyi;16-3-2020;64.82487612;100
MAP;5;11;Pocillopora verrucose;16-3-2020;129.6238707;90
MAP;5;12;Millepora sp;16-3-2020;79.36333157;60
MAP;5;13;Pocillopora verrucose;16-3-2020;123.310461;90
MAP;5;14;Porites cylindrica;16-3-2020;117.0334532;100
MAP;5;15;Acropora verweyi;16-3-2020;69.37526533;100
MAP;5;16;Millepora sp;16-3-2020;61.08867384;90
MAP;5;1;Acropora verweyi;24-3-2020;105.283916;100
MAP;5;2;Porites cylindrica;24-3-2020;172.8965906;40
MAP;5;3;Millepora sp;24-3-2020;128.550937;40
MAP;5;4;Pocillopora verrucose;24-3-2020;204.9852028;100
MAP;5;5;Pocillopora verrucose;24-3-2020;208.9466217;90
MAP;5;6;Porites cylindrica;24-3-2020;210.2356359;100
MAP;5;7;Porites cylindrica;24-3-2020;200.203707;100
MAP;5;8;Acropora verweyi;24-3-2020;113.7784921;100
MAP;5;9;Millepora sp;24-3-2020;172.8078357;70
MAP;5;10;Acropora verweyi;24-3-2020;96.86773469;100
MAP;5;11;Pocillopora verrucose;24-3-2020;209.7758386;90
MAP;5;12;Millepora sp;24-3-2020;175.9463935;40
MAP;5;13;Pocillopora verrucose;24-3-2020;209.1770725;90
MAP;5;14;Porites cylindrica;24-3-2020;158.4271647;90
MAP;5;15;Acropora verweyi;24-3-2020;131.6868389;90
MAP;5;16;Millepora sp;24-3-2020;160.2531676;70
MAP;5;1;Acropora verweyi;31-3-2020;113.0550675;100
MAP;5;2;Porites cylindrica;31-3-2020;167.3574113;70
MAP;5;3;Millepora sp;31-3-2020;138.8669456;50
MAP;5;4;Pocillopora verrucose;31-3-2020;186.2410557;90
MAP;5;5;Pocillopora verrucose;31-3-2020;181.710524;90
MAP;5;6;Porites cylindrica;31-3-2020;189.8161312;90
MAP;5;7;Porites cylindrica;31-3-2020;141.9230361;90
MAP;5;8;Acropora verweyi;31-3-2020;103.4038025;100
MAP;5;9;Millepora sp;31-3-2020;177.2392601;60
MAP;5;10;Acropora verweyi;31-3-2020;89.21471698;100
MAP;5;11;Pocillopora verrucose;31-3-2020;167.8851675;90
MAP;5;12;Millepora sp;31-3-2020;137.5240763;60
MAP;5;13;Pocillopora verrucose;31-3-2020;184.5729697;90
MAP;5;14;Porites cylindrica;31-3-2020;170.4008038;80
MAP;5;15;Acropora verweyi;31-3-2020;89.9729612;100
MAP;5;16;Millepora sp;31-3-2020;165.235645;90
MAP;5;1;Acropora verweyi;7-4-2020;146.8291716;100
MAP;5;2;Porites cylindrica;7-4-2020;171.5095275;70
MAP;5;3;Millepora sp;7-4-2020;121.7243663;90
MAP;5;4;Pocillopora verrucose;7-4-2020;193.7919701;100
MAP;5;5;Pocillopora verrucose;7-4-2020;180.4958054;80
MAP;5;6;Porites cylindrica;7-4-2020;198.6459168;90
MAP;5;7;Porites cylindrica;7-4-2020;178.2413576;90
MAP;5;8;Acropora verweyi;7-4-2020;115.0998843;100
MAP;5;9;Millepora sp;7-4-2020;206.2199873;70
MAP;5;10;Acropora verweyi;7-4-2020;123.9583736;100
MAP;5;11;Pocillopora verrucose;7-4-2020;186.0018097;80
MAP;5;12;Millepora sp;7-4-2020;177.5094185;50
MAP;5;13;Pocillopora verrucose;7-4-2020;206.7482422;70
MAP;5;14;Porites cylindrica;7-4-2020;118.8634011;90
MAP;5;15;Acropora verweyi;7-4-2020;119.6391606;90
MAP;5;16;Millepora sp;7-4-2020;197.1894969;90
MAP;5;1;Acropora verweyi;14-4-2020;164.5239216;100
MAP;5;2;Porites cylindrica;14-4-2020;180.7014494;90
MAP;5;3;Millepora sp;14-4-2020;171.4469203;50
MAP;5;4;Pocillopora verrucose;14-4-2020;194.8271739;90
MAP;5;5;Pocillopora verrucose;14-4-2020;200.821584;80
MAP;5;6;Porites cylindrica;14-4-2020;210.7304339;80
MAP;5;7;Porites cylindrica;14-4-2020;177.3936136;100
MAP;5;8;Acropora verweyi;14-4-2020;152.9897479;100
MAP;5;9;Millepora sp;14-4-2020;201.4001914;60
MAP;5;10;Acropora verweyi;14-4-2020;175.2226455;100
MAP;5;11;Pocillopora verrucose;14-4-2020;221.0156482;90
MAP;5;12;Millepora sp;14-4-2020;201.6302152;20
MAP;5;13;Pocillopora verrucose;14-4-2020;206.7726766;80
MAP;5;14;Porites cylindrica;14-4-2020;193.2497873;80
MAP;5;15;Acropora verweyi;14-4-2020;138.2303249;100
MAP;5;16;Millepora sp;14-4-2020;213.0681777;70
MAP;5;1;Acropora verweyi;21-4-2020;180.557076;100
MAP;5;2;Porites cylindrica;21-4-2020;177.9927359;90
MAP;5;3;Millepora sp;21-4-2020;142.9297821;50
MAP;5;4;Pocillopora verrucose;21-4-2020;177.6723365;60
MAP;5;5;Pocillopora verrucose;21-4-2020;166.5464852;70
MAP;5;6;Porites cylindrica;21-4-2020;196.9592092;90
MAP;5;7;Porites cylindrica;21-4-2020;178.4186323;80
MAP;5;8;Acropora verweyi;21-4-2020;150.7646339;100
MAP;5;9;Millepora sp;21-4-2020;195.8115157;20
MAP;5;10;Acropora verweyi;21-4-2020;159.5111169;90
MAP;5;11;Pocillopora verrucose;21-4-2020;176.4491364;70
MAP;5;12;Millepora sp;21-4-2020;190.7728518;10
MAP;5;13;Pocillopora verrucose;21-4-2020;193.3174575;80
MAP;5;14;Porites cylindrica;21-4-2020;178.7369387;60
MAP;5;15;Acropora verweyi;21-4-2020;140.674091;100
MAP;5;16;Millepora sp;21-4-2020;159.5340147;70
MAP;5;1;Acropora verweyi;5-5-2020;175.1008542;100
MAP;5;2;Porites cylindrica;5-5-2020;177.5261472;80
MAP;5;3;Millepora sp;5-5-2020;146.4883007;20
MAP;5;4;Pocillopora verrucose;5-5-2020;88.37348685;10
MAP;5;5;Pocillopora verrucose;5-5-2020;127.3721822;10
MAP;5;6;Porites cylindrica;5-5-2020;185.2285836;70
MAP;5;7;Porites cylindrica;5-5-2020;163.8448511;40
MAP;5;8;Acropora verweyi;5-5-2020;164.3072886;100
MAP;5;9;Millepora sp;5-5-2020;174.1730954;30
MAP;5;10;Acropora verweyi;5-5-2020;156.0419466;100
MAP;5;11;Pocillopora verrucose;5-5-2020;228.5770969;50
MAP;5;12;Millepora sp;5-5-2020;135.3070728;10
MAP;5;13;Pocillopora verrucose;5-5-2020;188.5210819;80
MAP;5;14;Porites cylindrica;5-5-2020;197.4288942;80
MAP;5;15;Acropora verweyi;5-5-2020;155.9028558;70
MAP;5;16;Millepora sp;5-5-2020;170.9285571;70
MAP;5;1;Acropora verweyi;27-5-2020;170.0481844;60
MAP;5;2;Porites cylindrica;27-5-2020;155.5337228;20
MAP;5;3;Millepora sp;27-5-2020;134.1740248;10
MAP;5;4;Pocillopora verrucose;27-5-2020;;0
MAP;5;5;Pocillopora verrucose;27-5-2020;;0
MAP;5;6;Porites cylindrica;27-5-2020;168.1601928;70
MAP;5;7;Porites cylindrica;27-5-2020;;0
MAP;5;8;Acropora verweyi;27-5-2020;136.9638369;90
MAP;5;9;Millepora sp;27-5-2020;90.88489539;40
MAP;5;10;Acropora verweyi;27-5-2020;117.031313;100
MAP;5;11;Pocillopora verrucose;27-5-2020;;0
MAP;5;12;Millepora sp;27-5-2020;;0
MAP;5;13;Pocillopora verrucose;27-5-2020;;0
MAP;5;14;Porites cylindrica;27-5-2020;;0
MAP;5;15;Acropora verweyi;27-5-2020;156.397488;60
MAP;5;16;Millepora sp;27-5-2020;114.4928712;70
MAP;5;1;Acropora verweyi;24-6-2020;79.68530559;90
MAP;5;2;Porites cylindrica;24-6-2020;;0
MAP;5;3;Millepora sp;24-6-2020;60.20295709;10
MAP;5;4;Pocillopora verrucose;24-6-2020;;0
MAP;5;5;Pocillopora verrucose;24-6-2020;;0
MAP;5;6;Porites cylindrica;24-6-2020;135.6727118;10
MAP;5;7;Porites cylindrica;24-6-2020;;0
MAP;5;8;Acropora verweyi;24-6-2020;63.38630367;100
MAP;5;9;Millepora sp;24-6-2020;40.8208526;30
MAP;5;10;Acropora verweyi;24-6-2020;57.33581945;100
MAP;5;11;Pocillopora verrucose;24-6-2020;;0
MAP;5;12;Millepora sp;24-6-2020;;0
MAP;5;13;Pocillopora verrucose;24-6-2020;;0
MAP;5;14;Porites cylindrica;24-6-2020;;0
MAP;5;15;Acropora verweyi;24-6-2020;60.50233777;70
MAP;5;16;Millepora sp;24-6-2020;38.35084406;60
MAP;6;1;Pocillopora verrucose;10-3-2020;172.0754597;80
MAP;6;2;Millepora sp;10-3-2020;154.8605097;50
MAP;6;3;Acropora verweyi;10-3-2020;142.7119489;90
MAP;6;4;Millepora sp;10-3-2020;179.6994371;80
MAP;6;5;Porites cylindrica;10-3-2020;180.1236095;80
MAP;6;6;Pocillopora verrucose;10-3-2020;168.7644297;80
MAP;6;7;Porites cylindrica;10-3-2020;154.7311998;100
MAP;6;8;Pocillopora verrucose;10-3-2020;155.0919452;80
MAP;6;9;Pocillopora verrucose;10-3-2020;185.5523618;40
MAP;6;10;Acropora verweyi;10-3-2020;165.0464601;100
MAP;6;11;Porites cylindrica;10-3-2020;158.0135122;60
MAP;6;12;Acropora verweyi;10-3-2020;128.9814088;100
MAP;6;13;Millepora sp;10-3-2020;121.9262147;100
MAP;6;14;Porites cylindrica;10-3-2020;170.1987058;90
MAP;6;15;Acropora verweyi;10-3-2020;129.7743649;100
MAP;6;16;Millepora sp;10-3-2020;163.7778068;80
MAP;6;1;Pocillopora verrucose;16-3-2020;115.3217931;80
MAP;6;2;Millepora sp;16-3-2020;93.72718805;30
MAP;6;3;Acropora verweyi;16-3-2020;71.41255299;100
MAP;6;4;Millepora sp;16-3-2020;96.45271719;60
MAP;6;5;Porites cylindrica;16-3-2020;162.5893023;80
MAP;6;6;Pocillopora verrucose;16-3-2020;122.7661103;40
MAP;6;7;Porites cylindrica;16-3-2020;95.55167114;100
MAP;6;8;Pocillopora verrucose;16-3-2020;113.176452;80
MAP;6;9;Pocillopora verrucose;16-3-2020;150.461873;40
MAP;6;10;Acropora verweyi;16-3-2020;42.99524771;100
MAP;6;11;Porites cylindrica;16-3-2020;116.0150966;30
MAP;6;12;Acropora verweyi;16-3-2020;52.76096004;100
MAP;6;13;Millepora sp;16-3-2020;97.25592117;90
MAP;6;14;Porites cylindrica;16-3-2020;97.32747175;70
MAP;6;15;Acropora verweyi;16-3-2020;47.18982865;100
MAP;6;16;Millepora sp;16-3-2020;74.3160052;70
MAP;6;1;Pocillopora verrucose;24-3-2020;210.5092215;80
MAP;6;2;Millepora sp;24-3-2020;150.8261406;30
MAP;6;3;Acropora verweyi;24-3-2020;126.1608508;100
MAP;6;4;Millepora sp;24-3-2020;215.4980796;70
MAP;6;5;Porites cylindrica;24-3-2020;203.818994;60
MAP;6;6;Pocillopora verrucose;24-3-2020;197.7337719;20
MAP;6;7;Porites cylindrica;24-3-2020;186.4484839;100
MAP;6;8;Pocillopora verrucose;24-3-2020;188.4588813;70
MAP;6;9;Pocillopora verrucose;24-3-2020;197.9742988;60
MAP;6;10;Acropora verweyi;24-3-2020;105.8664494;100
MAP;6;11;Porites cylindrica;24-3-2020;155.5811334;10
MAP;6;12;Acropora verweyi;24-3-2020;98.37521485;100
MAP;6;13;Millepora sp;24-3-2020;150.4752362;90
MAP;6;14;Porites cylindrica;24-3-2020;201.5501095;90
MAP;6;15;Acropora verweyi;24-3-2020;78.51925896;100
MAP;6;16;Millepora sp;24-3-2020;144.8212924;60
MAP;6;1;Pocillopora verrucose;31-3-2020;176.287044;80
MAP;6;2;Millepora sp;31-3-2020;99.55417158;20
MAP;6;3;Acropora verweyi;31-3-2020;107.2046567;100
MAP;6;4;Millepora sp;31-3-2020;168.9927969;40
MAP;6;5;Porites cylindrica;31-3-2020;238.9223928;70
MAP;6;6;Pocillopora verrucose;31-3-2020;143.9211453;20
MAP;6;7;Porites cylindrica;31-3-2020;183.65296;100
MAP;6;8;Pocillopora verrucose;31-3-2020;148.0132625;70
MAP;6;9;Pocillopora verrucose;31-3-2020;182.1797278;30
MAP;6;10;Acropora verweyi;31-3-2020;65.6115114;100
MAP;6;11;Porites cylindrica;31-3-2020;204.924282;40
MAP;6;12;Acropora verweyi;31-3-2020;93.39236413;100
MAP;6;13;Millepora sp;31-3-2020;185.6955972;80
MAP;6;14;Porites cylindrica;31-3-2020;168.163178;80
MAP;6;15;Acropora verweyi;31-3-2020;96.58930792;100
MAP;6;16;Millepora sp;31-3-2020;145.2042482;70
MAP;6;1;Pocillopora verrucose;7-4-2020;210.2186317;80
MAP;6;2;Millepora sp;7-4-2020;94.02431128;20
MAP;6;3;Acropora verweyi;7-4-2020;158.3827159;100
MAP;6;4;Millepora sp;7-4-2020;188.9802198;20
MAP;6;5;Porites cylindrica;7-4-2020;220.7358817;60
MAP;6;6;Pocillopora verrucose;7-4-2020;166.0070557;20
MAP;6;7;Porites cylindrica;7-4-2020;167.6137822;20
MAP;6;8;Pocillopora verrucose;7-4-2020;189.0745554;80
MAP;6;9;Pocillopora verrucose;7-4-2020;211.732852;30
MAP;6;10;Acropora verweyi;7-4-2020;114.3891393;100
MAP;6;11;Porites cylindrica;7-4-2020;223.340811;40
MAP;6;12;Acropora verweyi;7-4-2020;144.5691182;100
MAP;6;13;Millepora sp;7-4-2020;216.8469473;50
MAP;6;14;Porites cylindrica;7-4-2020;182.1926152;30
MAP;6;15;Acropora verweyi;7-4-2020;104.7422128;100
MAP;6;16;Millepora sp;7-4-2020;196.3788283;60
MAP;6;1;Pocillopora verrucose;14-4-2020;187.031753;60
MAP;6;2;Millepora sp;14-4-2020;120.8427051;10
MAP;6;3;Acropora verweyi;14-4-2020;157.4855867;100
MAP;6;4;Millepora sp;14-4-2020;194.2320113;40
MAP;6;5;Porites cylindrica;14-4-2020;206.2902232;60
MAP;6;6;Pocillopora verrucose;14-4-2020;148.6790071;20
MAP;6;7;Porites cylindrica;14-4-2020;167.3296347;90
