Experiment;Structure;Fragment;Species;Date;Green;Survival (%)
MAP;6;8;Pocillopora verrucose;14-4-2020;147.8106278;60
MAP;6;9;Pocillopora verrucose;14-4-2020;235.2539152;30
MAP;6;10;Acropora verweyi;14-4-2020;143.6064809;100
MAP;6;11;Porites cylindrica;14-4-2020;151.7905109;70
MAP;6;12;Acropora verweyi;14-4-2020;132.6891469;100
MAP;6;13;Millepora sp;14-4-2020;164.244153;70
MAP;6;14;Porites cylindrica;14-4-2020;171.2355401;80
MAP;6;15;Acropora verweyi;14-4-2020;120.4915574;100
MAP;6;16;Millepora sp;14-4-2020;222.4665513;60
MAP;6;1;Pocillopora verrucose;21-4-2020;189.5582123;80
MAP;6;2;Millepora sp;21-4-2020;130.7973203;10
MAP;6;3;Acropora verweyi;21-4-2020;153.9957383;100
MAP;6;4;Millepora sp;21-4-2020;176.7952432;30
MAP;6;5;Porites cylindrica;21-4-2020;212.8089227;50
MAP;6;6;Pocillopora verrucose;21-4-2020;143.1834923;30
MAP;6;7;Porites cylindrica;21-4-2020;169.8565552;100
MAP;6;8;Pocillopora verrucose;21-4-2020;157.3767161;60
MAP;6;9;Pocillopora verrucose;21-4-2020;151.9676592;10
MAP;6;10;Acropora verweyi;21-4-2020;157.0889451;100
MAP;6;11;Porites cylindrica;21-4-2020;188.6403215;40
MAP;6;12;Acropora verweyi;21-4-2020;119.9713028;100
MAP;6;13;Millepora sp;21-4-2020;186.5355931;70
MAP;6;14;Porites cylindrica;21-4-2020;162.55788;70
MAP;6;15;Acropora verweyi;21-4-2020;140.6723848;100
MAP;6;16;Millepora sp;21-4-2020;156.4773576;70
MAP;6;1;Pocillopora verrucose;5-5-2020;170.3861088;70
MAP;6;2;Millepora sp;5-5-2020;138.1862756;20
MAP;6;3;Acropora verweyi;5-5-2020;190.8574046;100
MAP;6;4;Millepora sp;5-5-2020;186.552115;10
MAP;6;5;Porites cylindrica;5-5-2020;209.1692985;60
MAP;6;6;Pocillopora verrucose;5-5-2020;;0
MAP;6;7;Porites cylindrica;5-5-2020;178.2224146;90
MAP;6;8;Pocillopora verrucose;5-5-2020;169.9492537;10
MAP;6;8;Pocillopora verrucose;5-5-2020;;0
MAP;6;10;Acropora verweyi;5-5-2020;168.843771;100
MAP;6;11;Porites cylindrica;5-5-2020;166.1133074;10
MAP;6;12;Acropora verweyi;5-5-2020;179.3803492;100
MAP;6;13;Millepora sp;5-5-2020;200.3379825;60
MAP;6;14;Porites cylindrica;5-5-2020;191.790492;70
MAP;6;15;Acropora verweyi;5-5-2020;150.5764543;100
MAP;6;16;Millepora sp;5-5-2020;184.5027169;30
MAP;6;1;Pocillopora verrucose;27-5-2020;;0
MAP;6;2;Millepora sp;27-5-2020;116.487361;20
MAP;6;3;Acropora verweyi;27-5-2020;160.1791937;10
MAP;6;4;Millepora sp;27-5-2020;;0
MAP;6;5;Porites cylindrica;27-5-2020;;0
MAP;6;6;Pocillopora verrucose;27-5-2020;;0
MAP;6;7;Porites cylindrica;27-5-2020;161.284009;60
MAP;6;8;Pocillopora verrucose;27-5-2020;;0
MAP;6;9;Pocillopora verrucose;27-5-2020;;0
MAP;6;10;Acropora verweyi;27-5-2020;134.9408822;100
MAP;6;11;Porites cylindrica;27-5-2020;;0
MAP;6;12;Acropora verweyi;27-5-2020;146.2907369;100
MAP;6;13;Millepora sp;27-5-2020;94.7537159;70
MAP;6;14;Porites cylindrica;27-5-2020;177.1976397;80
MAP;6;15;Acropora verweyi;27-5-2020;123.5975715;100
MAP;6;16;Millepora sp;27-5-2020;79.75316442;40
MAP;6;1;Pocillopora verrucose;24-6-2020;;0
MAP;6;2;Millepora sp;24-6-2020;;0
MAP;6;3;Acropora verweyi;24-6-2020;60.02872796;100
MAP;6;4;Millepora sp;24-6-2020;;0
MAP;6;5;Porites cylindrica;24-6-2020;;0
MAP;6;6;Pocillopora verrucose;24-6-2020;;0
MAP;6;7;Porites cylindrica;24-6-2020;175.9737433;10
MAP;6;8;Pocillopora verrucose;24-6-2020;;0
MAP;6;9;Pocillopora verrucose;24-6-2020;;0
MAP;6;10;Acropora verweyi;24-6-2020;62.90237087;100
MAP;6;11;Porites cylindrica;24-6-2020;;0
MAP;6;12;Acropora verweyi;24-6-2020;75.32250358;100
MAP;6;13;Millepora sp;24-6-2020;54.14674961;50
MAP;6;14;Porites cylindrica;24-6-2020;;0
MAP;6;15;Acropora verweyi;24-6-2020;40.58360425;100
MAP;6;16;Millepora sp;24-6-2020;41.02703764;60
MAP;7;1;Pocillopora verrucose;10-3-2020;80.42245933;90
MAP;7;2;Millepora sp;10-3-2020;58.08767156;80
MAP;7;3;Acropora verweyi;10-3-2020;156.0160299;100
MAP;7;4;Pocillopora verrucose;10-3-2020;157.6302739;100
MAP;7;5;Acropora verweyi;10-3-2020;142.1371644;100
MAP;7;6;Millepora sp;10-3-2020;118.7352925;70
MAP;7;7;Pocillopora verrucose;10-3-2020;174.3842017;100
MAP;7;8;Porites cylindrica;10-3-2020;134.8022793;100
MAP;7;9;Pocillopora verrucose;10-3-2020;148.4369123;90
MAP;7;10;Acropora verweyi;10-3-2020;163.2079882;100
MAP;7;11;Porites cylindrica;10-3-2020;138.0444144;100
MAP;7;12;Porites cylindrica;10-3-2020;147.7512461;90
MAP;7;13;Millepora sp;10-3-2020;139.9868585;70
MAP;7;14;Acropora verweyi;10-3-2020;141.421522;100
MAP;7;15;Millepora sp;10-3-2020;143.1095744;70
MAP;7;16;Porites cylindrica;10-3-2020;135.4973118;80
MAP;7;1;Pocillopora verrucose;16-3-2020;121.9190247;100
MAP;7;2;Millepora sp;16-3-2020;84.22359073;70
MAP;7;3;Acropora verweyi;16-3-2020;50.6262872;100
MAP;7;4;Pocillopora verrucose;16-3-2020;137.8433082;100
MAP;7;5;Acropora verweyi;16-3-2020;64.00096921;100
MAP;7;6;Millepora sp;16-3-2020;54.87786987;80
MAP;7;7;Pocillopora verrucose;16-3-2020;121.1250494;100
MAP;7;8;Porites cylindrica;16-3-2020;73.96520963;90
MAP;7;9;Pocillopora verrucose;16-3-2020;109.2480644;100
MAP;7;10;Acropora verweyi;16-3-2020;40.72864606;100
MAP;7;11;Porites cylindrica;16-3-2020;109.5998271;80
MAP;7;12;Porites cylindrica;16-3-2020;111.9579661;80
MAP;7;13;Millepora sp;16-3-2020;60.09992154;80
MAP;7;14;Acropora verweyi;16-3-2020;62.93763762;100
MAP;7;15;Millepora sp;16-3-2020;80.20058018;80
MAP;7;16;Porites cylindrica;16-3-2020;108.0758436;90
MAP;7;1;Pocillopora verrucose;24-3-2020;207.9031529;90
MAP;7;2;Millepora sp;24-3-2020;132.3345748;80
MAP;7;3;Acropora verweyi;24-3-2020;81.89290275;100
MAP;7;4;Pocillopora verrucose;24-3-2020;209.7863448;90
MAP;7;5;Acropora verweyi;24-3-2020;90.80249169;100
MAP;7;6;Millepora sp;24-3-2020;125.6757838;80
MAP;7;7;Pocillopora verrucose;24-3-2020;200.2463633;100
MAP;7;8;Porites cylindrica;24-3-2020;105.8721135;80
MAP;7;9;Pocillopora verrucose;24-3-2020;195.1890822;90
MAP;7;10;Acropora verweyi;24-3-2020;68.44554481;100
MAP;7;11;Porites cylindrica;24-3-2020;;0
MAP;7;12;Porites cylindrica;24-3-2020;185.5376292;90
MAP;7;13;Millepora sp;24-3-2020;;0
MAP;7;14;Acropora verweyi;24-3-2020;97.19994359;100
MAP;7;15;Millepora sp;24-3-2020;137.064164;60
MAP;7;16;Porites cylindrica;24-3-2020;207.8302314;90
MAP;7;1;Pocillopora verrucose;31-3-2020;176.8997427;90
MAP;7;2;Millepora sp;31-3-2020;149.7119707;70
MAP;7;3;Acropora verweyi;31-3-2020;84.66965294;100
MAP;7;4;Pocillopora verrucose;31-3-2020;173.6024269;90
MAP;7;5;Acropora verweyi;31-3-2020;80.82900111;100
MAP;7;6;Millepora sp;31-3-2020;116.5347812;90
MAP;7;7;Pocillopora verrucose;31-3-2020;168.2276643;90
MAP;7;8;Porites cylindrica;31-3-2020;105.8770296;90
MAP;7;9;Pocillopora verrucose;31-3-2020;170.5644333;90
MAP;7;10;Acropora verweyi;31-3-2020;62.29861236;100
MAP;7;11;Porites cylindrica;31-3-2020;158.8864587;70
MAP;7;12;Porites cylindrica;31-3-2020;180.8115646;90
MAP;7;13;Millepora sp;31-3-2020;99.25821172;80
MAP;7;14;Acropora verweyi;31-3-2020;66.51895994;90
MAP;7;15;Millepora sp;31-3-2020;130.8782629;60
MAP;7;16;Porites cylindrica;31-3-2020;173.5976522;90
MAP;7;1;Pocillopora verrucose;7-4-2020;229.8688562;90
MAP;7;2;Millepora sp;7-4-2020;230.1308797;60
MAP;7;3;Acropora verweyi;7-4-2020;113.1771965;100
MAP;7;4;Pocillopora verrucose;7-4-2020;204.3939035;90
MAP;7;5;Acropora verweyi;7-4-2020;131.0029088;100
MAP;7;6;Millepora sp;7-4-2020;172.575382;80
MAP;7;7;Pocillopora verrucose;7-4-2020;163.9998741;90
MAP;7;8;Porites cylindrica;7-4-2020;161.0909707;80
MAP;7;9;Pocillopora verrucose;7-4-2020;187.2730907;100
MAP;7;10;Acropora verweyi;7-4-2020;91.71295153;100
MAP;7;11;Porites cylindrica;7-4-2020;203.7490954;80
MAP;7;12;Porites cylindrica;7-4-2020;195.1207994;70
MAP;7;13;Millepora sp;7-4-2020;90.36893574;70
MAP;7;14;Acropora verweyi;7-4-2020;120.5905689;100
MAP;7;15;Millepora sp;7-4-2020;192.3389772;40
MAP;7;16;Porites cylindrica;7-4-2020;190.9684642;80
MAP;7;1;Pocillopora verrucose;14-4-2020;205.8896794;90
MAP;7;2;Millepora sp;14-4-2020;216.3600755;50
MAP;7;3;Acropora verweyi;14-4-2020;128.4187898;100
MAP;7;4;Pocillopora verrucose;14-4-2020;214.1341165;90
MAP;7;5;Acropora verweyi;14-4-2020;150.3140366;100
MAP;7;6;Millepora sp;14-4-2020;181.0463543;70
MAP;7;7;Pocillopora verrucose;14-4-2020;196.8353244;70
MAP;7;8;Porites cylindrica;14-4-2020;192.8817327;90
MAP;7;9;Pocillopora verrucose;14-4-2020;201.147038;90
MAP;7;10;Acropora verweyi;14-4-2020;114.8972658;100
MAP;7;11;Porites cylindrica;14-4-2020;183.7505906;80
MAP;7;12;Porites cylindrica;14-4-2020;189.3469021;80
MAP;7;13;Millepora sp;14-4-2020;133.3865627;70
MAP;7;14;Acropora verweyi;14-4-2020;142.017952;100
MAP;7;15;Millepora sp;14-4-2020;194.5548275;30
MAP;7;16;Porites cylindrica;14-4-2020;191.9941371;70
MAP;7;1;Pocillopora verrucose;21-4-2020;177.5949411;90
MAP;7;2;Millepora sp;21-4-2020;164.3855569;60
MAP;7;3;Acropora verweyi;21-4-2020;135.6655156;100
MAP;7;4;Pocillopora verrucose;21-4-2020;156.9494392;80
MAP;7;5;Acropora verweyi;21-4-2020;126.4896406;100
MAP;7;6;Millepora sp;21-4-2020;176.3706261;70
MAP;7;7;Pocillopora verrucose;21-4-2020;175.4448959;60
MAP;7;8;Porites cylindrica;21-4-2020;196.2503148;80
MAP;7;9;Pocillopora verrucose;21-4-2020;175.574675;90
MAP;7;10;Acropora verweyi;21-4-2020;110.3045481;100
MAP;7;11;Porites cylindrica;21-4-2020;164.5275906;90
MAP;7;12;Porites cylindrica;21-4-2020;175.7126851;80
MAP;7;13;Millepora sp;21-4-2020;128.344191;80
MAP;7;14;Acropora verweyi;21-4-2020;123.8720609;90
MAP;7;15;Millepora sp;21-4-2020;190.1509688;30
MAP;7;16;Porites cylindrica;21-4-2020;202.2044727;60
MAP;7;1;Pocillopora verrucose;5-5-2020;187.654741;80
MAP;7;2;Millepora sp;5-5-2020;194.0250128;50
MAP;7;3;Acropora verweyi;5-5-2020;128.7767499;100
MAP;7;4;Pocillopora verrucose;5-5-2020;;0
MAP;7;5;Acropora verweyi;5-5-2020;153.6612322;100
MAP;7;6;Millepora sp;5-5-2020;183.0863218;40
MAP;7;7;Pocillopora verrucose;5-5-2020;;0
MAP;7;8;Porites cylindrica;5-5-2020;157.5811479;90
MAP;7;8;Pocillopora verrucose;5-5-2020;189.1421391;80
MAP;7;10;Acropora verweyi;5-5-2020;126.5119274;100
MAP;7;11;Porites cylindrica;5-5-2020;178.2191924;90
MAP;7;12;Porites cylindrica;5-5-2020;181.3848296;80
MAP;7;13;Millepora sp;5-5-2020;97.03586275;70
MAP;7;14;Acropora verweyi;5-5-2020;139.3098806;100
MAP;7;15;Millepora sp;5-5-2020;193.4378379;40
MAP;7;16;Porites cylindrica;5-5-2020;179.5368497;30
MAP;7;1;Pocillopora verrucose;27-5-2020;148.017512;10
MAP;7;2;Millepora sp;27-5-2020;102.5215199;30
MAP;7;3;Acropora verweyi;27-5-2020;111.0910155;100
MAP;7;4;Pocillopora verrucose;27-5-2020;141.4323289;10
MAP;7;5;Acropora verweyi;27-5-2020;123.5421328;100
MAP;7;6;Millepora sp;27-5-2020;98.08188429;40
MAP;7;7;Pocillopora verrucose;27-5-2020;162.4193169;10
MAP;7;8;Porites cylindrica;27-5-2020;99.76907592;80
MAP;7;9;Pocillopora verrucose;27-5-2020;148.3586718;20
MAP;7;10;Acropora verweyi;27-5-2020;87.72770701;100
MAP;7;11;Porites cylindrica;27-5-2020;;0
MAP;7;12;Porites cylindrica;27-5-2020;158.8569843;80
MAP;7;13;Millepora sp;27-5-2020;65.79339021;100
MAP;7;14;Acropora verweyi;27-5-2020;133.5282455;100
MAP;7;15;Millepora sp;27-5-2020;146.6145582;60
MAP;7;16;Porites cylindrica;27-5-2020;;0
MAP;7;1;Pocillopora verrucose;24-6-2020;;0
MAP;7;2;Millepora sp;24-6-2020;176.1030767;10
MAP;7;3;Acropora verweyi;24-6-2020;64.84670598;100
MAP;7;4;Pocillopora verrucose;24-6-2020;;0
MAP;7;5;Acropora verweyi;24-6-2020;67.48956209;100
MAP;7;6;Millepora sp;24-6-2020;42.23632169;30
MAP;7;7;Pocillopora verrucose;24-6-2020;;0
MAP;7;8;Porites cylindrica;24-6-2020;57.78371071;80
MAP;7;9;Pocillopora verrucose;24-6-2020;;0
MAP;7;10;Acropora verweyi;24-6-2020;53.54974337;100
MAP;7;11;Porites cylindrica;24-6-2020;;0
MAP;7;12;Porites cylindrica;24-6-2020;;0
MAP;7;13;Millepora sp;24-6-2020;34.76461115;90
MAP;7;14;Acropora verweyi;24-6-2020;68.5510156;100
MAP;7;15;Millepora sp;24-6-2020;47.61936561;30
MAP;7;16;Porites cylindrica;24-6-2020;;0
MAP;8;1;Acropora verweyi;10-3-2020;134.8149818;100
MAP;8;2;Pocillopora verrucose;10-3-2020;161.712116;80
MAP;8;3;Acropora verweyi;10-3-2020;154.7981749;100
MAP;8;4;Porites cylindrica;10-3-2020;178.6313914;90
MAP;8;5;Pocillopora verrucose;10-3-2020;165.896652;90
MAP;8;6;Porites cylindrica;10-3-2020;144.3906706;80
MAP;8;7;Millepora sp;10-3-2020;158.7978785;80
MAP;8;8;Porites cylindrica;10-3-2020;145.8905866;90
MAP;8;9;Porites cylindrica;10-3-2020;153.761881;80
MAP;8;10;Millepora sp;10-3-2020;142.619249;80
MAP;8;11;Acropora verweyi;10-3-2020;132.3746164;100
MAP;8;12;Pocillopora verrucose;10-3-2020;178.675942;90
MAP;8;13;Millepora sp;10-3-2020;162.9225441;70
MAP;8;14;Millepora sp;10-3-2020;153.558759;80
MAP;8;15;Pocillopora verrucose;10-3-2020;172.895226;90
MAP;8;16;Acropora verweyi;10-3-2020;146.0215717;100
MAP;8;1;Acropora verweyi;16-3-2020;74.59295752;100
MAP;8;2;Pocillopora verrucose;16-3-2020;113.7555213;90
MAP;8;3;Acropora verweyi;16-3-2020;84.39142476;100
MAP;8;4;Porites cylindrica;16-3-2020;137.0244465;90
MAP;8;5;Pocillopora verrucose;16-3-2020;121.2636115;90
MAP;8;6;Porites cylindrica;16-3-2020;88.47088995;90
MAP;8;7;Millepora sp;16-3-2020;101.8785895;70
MAP;8;8;Porites cylindrica;16-3-2020;91.71379271;80
MAP;8;9;Porites cylindrica;16-3-2020;79.83103701;60
MAP;8;10;Millepora sp;16-3-2020;44.10369211;80
MAP;8;11;Acropora verweyi;16-3-2020;58.44134738;100
MAP;8;12;Pocillopora verrucose;16-3-2020;128.8033164;80
MAP;8;13;Millepora sp;16-3-2020;71.0877639;50
MAP;8;14;Millepora sp;16-3-2020;92.47503111;60
MAP;8;15;Pocillopora verrucose;16-3-2020;123.6153482;70
MAP;8;16;Acropora verweyi;16-3-2020;89.3285608;100
MAP;8;1;Acropora verweyi;24-3-2020;89.14860681;100
MAP;8;2;Pocillopora verrucose;24-3-2020;181.6478693;90
MAP;8;3;Acropora verweyi;24-3-2020;99.96402796;100
MAP;8;4;Porites cylindrica;24-3-2020;155.1792351;70
MAP;8;5;Pocillopora verrucose;24-3-2020;182.6701282;80
MAP;8;6;Porites cylindrica;24-3-2020;147.8432488;80
MAP;8;7;Millepora sp;24-3-2020;129.2819764;50
MAP;8;8;Porites cylindrica;24-3-2020;164.6891852;80
MAP;8;9;Porites cylindrica;24-3-2020;115.4660637;30
MAP;8;10;Millepora sp;24-3-2020;96.82698677;60
MAP;8;11;Acropora verweyi;24-3-2020;83.13323311;100
MAP;8;12;Pocillopora verrucose;24-3-2020;173.7697842;80
MAP;8;13;Millepora sp;24-3-2020;113.9653536;40
MAP;8;14;Millepora sp;24-3-2020;132.2051736;50
MAP;8;15;Pocillopora verrucose;24-3-2020;155.6920362;70
MAP;8;16;Acropora verweyi;24-3-2020;118.3147448;80
MAP;8;1;Acropora verweyi;31-3-2020;89.89865369;90
MAP;8;2;Pocillopora verrucose;31-3-2020;175.0377821;90
MAP;8;3;Acropora verweyi;31-3-2020;108.3364714;100
MAP;8;4;Porites cylindrica;31-3-2020;150.432097;90
MAP;8;5;Pocillopora verrucose;31-3-2020;193.1399066;90
MAP;8;6;Porites cylindrica;31-3-2020;197.4852786;80
MAP;8;7;Millepora sp;31-3-2020;122.6615095;50
MAP;8;8;Porites cylindrica;31-3-2020;163.8892443;80
MAP;8;9;Porites cylindrica;31-3-2020;166.4390987;60
MAP;8;10;Millepora sp;31-3-2020;120.7841485;60
MAP;8;11;Acropora verweyi;31-3-2020;77.12691742;100
MAP;8;12;Pocillopora verrucose;31-3-2020;175.2526835;70
MAP;8;13;Millepora sp;31-3-2020;94.35939601;40
MAP;8;14;Millepora sp;31-3-2020;172.1353976;40
MAP;8;15;Pocillopora verrucose;31-3-2020;201.8466297;70
MAP;8;16;Acropora verweyi;31-3-2020;92.28662977;80
MAP;8;1;Acropora verweyi;7-4-2020;135.2251961;100
MAP;8;2;Pocillopora verrucose;7-4-2020;179.940885;90
MAP;8;3;Acropora verweyi;7-4-2020;154.8155027;100
MAP;8;4;Porites cylindrica;7-4-2020;154.6022942;80
MAP;8;5;Pocillopora verrucose;7-4-2020;195.3434292;90
MAP;8;6;Porites cylindrica;7-4-2020;199.7099631;80
MAP;8;7;Millepora sp;7-4-2020;181.5880929;50
MAP;8;8;Porites cylindrica;7-4-2020;183.2145518;80
MAP;8;9;Porites cylindrica;7-4-2020;189.8924778;60
MAP;8;10;Millepora sp;7-4-2020;119.769342;80
MAP;8;11;Acropora verweyi;7-4-2020;99.73613857;100
MAP;8;12;Pocillopora verrucose;7-4-2020;174.9026239;80
MAP;8;13;Millepora sp;7-4-2020;136.2317504;60
MAP;8;14;Millepora sp;7-4-2020;195.7259567;40
MAP;8;15;Pocillopora verrucose;7-4-2020;182.1814745;80
MAP;8;16;Acropora verweyi;7-4-2020;140.6639145;90
MAP;8;1;Acropora verweyi;14-4-2020;146.5628755;100
MAP;8;2;Pocillopora verrucose;14-4-2020;184.8949546;80
MAP;8;3;Acropora verweyi;14-4-2020;155.257685;100
MAP;8;4;Porites cylindrica;14-4-2020;207.1040026;90
MAP;8;5;Pocillopora verrucose;14-4-2020;195.7017165;80
MAP;8;6;Porites cylindrica;14-4-2020;197.7139551;80
MAP;8;7;Millepora sp;14-4-2020;196.643105;60
MAP;8;8;Porites cylindrica;14-4-2020;207.3939014;80
MAP;8;9;Porites cylindrica;14-4-2020;221.4793582;40
MAP;8;10;Millepora sp;14-4-2020;157.4811928;50
MAP;8;11;Acropora verweyi;14-4-2020;119.2760211;100
MAP;8;12;Pocillopora verrucose;14-4-2020;190.4392455;80
MAP;8;13;Millepora sp;14-4-2020;149.4383509;40
MAP;8;14;Millepora sp;14-4-2020;163.4112166;80
MAP;8;15;Pocillopora verrucose;14-4-2020;210.758326;70
MAP;8;16;Acropora verweyi;14-4-2020;178.5043117;80
MAP;8;1;Acropora verweyi;21-4-2020;152.1908137;100
MAP;8;2;Pocillopora verrucose;21-4-2020;170.2802993;70
MAP;8;3;Acropora verweyi;21-4-2020;154.087296;100
MAP;8;4;Porites cylindrica;21-4-2020;177.7723778;80
MAP;8;5;Pocillopora verrucose;21-4-2020;183.9609932;80
MAP;8;6;Porites cylindrica;21-4-2020;177.3297528;80
MAP;8;7;Millepora sp;21-4-2020;159.4971792;30
MAP;8;8;Porites cylindrica;21-4-2020;183.2387089;80
MAP;8;9;Porites cylindrica;21-4-2020;185.6045796;30
MAP;8;10;Millepora sp;21-4-2020;121.96491;60
MAP;8;11;Acropora verweyi;21-4-2020;130.1808962;100
MAP;8;12;Pocillopora verrucose;21-4-2020;181.1245434;90
MAP;8;13;Millepora sp;21-4-2020;138.6806338;60
MAP;8;14;Millepora sp;21-4-2020;178.4663038;20
MAP;8;15;Pocillopora verrucose;21-4-2020;210.0506869;70
MAP;8;16;Acropora verweyi;21-4-2020;186.1722222;100
MAP;8;1;Acropora verweyi;5-5-2020;168.815297;100
MAP;8;2;Pocillopora verrucose;5-5-2020;183.2205699;70
MAP;8;3;Acropora verweyi;5-5-2020;156.7267768;100
MAP;8;4;Porites cylindrica;5-5-2020;176.7675336;70
MAP;8;5;Pocillopora verrucose;5-5-2020;149.48724;10
MAP;8;6;Porites cylindrica;5-5-2020;168.5795357;70
MAP;8;7;Millepora sp;5-5-2020;143.8595122;30
MAP;8;8;Porites cylindrica;5-5-2020;179.4355829;60
MAP;8;8;Porites cylindrica;5-5-2020;;0
MAP;8;10;Millepora sp;5-5-2020;124.2496406;90
MAP;8;11;Acropora verweyi;5-5-2020;124.7242981;100
MAP;8;12;Pocillopora verrucose;5-5-2020;179.7417514;30
MAP;8;13;Millepora sp;5-5-2020;96.03837908;40
MAP;8;14;Millepora sp;5-5-2020;126.5383179;20
MAP;8;15;Pocillopora verrucose;5-5-2020;174.3374458;10
MAP;8;16;Acropora verweyi;5-5-2020;174.5590584;100
MAP;8;1;Acropora verweyi;27-5-2020;124.2469237;100
MAP;8;2;Pocillopora verrucose;27-5-2020;;0
MAP;8;3;Acropora verweyi;27-5-2020;104.8685273;100
MAP;8;4;Porites cylindrica;27-5-2020;93.97867069;10
MAP;8;5;Pocillopora verrucose;27-5-2020;;0
MAP;8;6;Porites cylindrica;27-5-2020;152.5238801;70
MAP;8;7;Millepora sp;27-5-2020;76.07443267;50
MAP;8;8;Porites cylindrica;27-5-2020;151.9836368;60
MAP;8;9;Porites cylindrica;27-5-2020;121.676518;10
MAP;8;10;Millepora sp;27-5-2020;67.21401196;60
MAP;8;11;Acropora verweyi;27-5-2020;74.36871031;100
MAP;8;12;Pocillopora verrucose;27-5-2020;;0
MAP;8;13;Millepora sp;27-5-2020;77.61898678;100
MAP;8;14;Millepora sp;27-5-2020;95.276925;20
MAP;8;15;Pocillopora verrucose;27-5-2020;;0
MAP;8;16;Acropora verweyi;27-5-2020;153.6703308;80
MAP;8;1;Acropora verweyi;24-6-2020;60.28507925;100
MAP;8;2;Pocillopora verrucose;24-6-2020;;0
MAP;8;3;Acropora verweyi;24-6-2020;52.10609172;100
MAP;8;4;Porites cylindrica;24-6-2020;;0
MAP;8;5;Pocillopora verrucose;24-6-2020;43.7229529;20
MAP;8;6;Porites cylindrica;24-6-2020;;0
MAP;8;7;Millepora sp;24-6-2020;106.4299341;10
MAP;8;8;Porites cylindrica;24-6-2020;;0
MAP;8;9;Porites cylindrica;24-6-2020;;0
MAP;8;10;Millepora sp;24-6-2020;59.26018259;30
MAP;8;11;Acropora verweyi;24-6-2020;38.98194806;90
MAP;8;12;Pocillopora verrucose;24-6-2020;;0
MAP;8;13;Millepora sp;24-6-2020;49.5799168;40
MAP;8;14;Millepora sp;24-6-2020;94.2749471;10
MAP;8;15;Pocillopora verrucose;24-6-2020;;0
MAP;8;16;Acropora verweyi;24-6-2020;62.58162606;100
MAP;9;1;Acropora verweyi;10-3-2020;106.1728885;100
MAP;9;2;Millepora sp;10-3-2020;163.6829134;80
MAP;9;3;Millepora sp;10-3-2020;93.90923672;80
MAP;9;4;Millepora sp;10-3-2020;147.5804016;80
MAP;9;5;Pocillopora verrucose;10-3-2020;160.7535076;100
MAP;9;6;Pocillopora verrucose;10-3-2020;124.4719537;90
MAP;9;7;Acropora verweyi;10-3-2020;135.8878038;100
MAP;9;8;Pocillopora verrucose;10-3-2020;128.0590852;80
MAP;9;9;Porites cylindrica;10-3-2020;132.1740152;60
MAP;9;10;Millepora sp;10-3-2020;129.0344237;70
MAP;9;11;Porites cylindrica;10-3-2020;135.5764016;80
MAP;9;12;Acropora verweyi;10-3-2020;120.8079868;100
MAP;9;13;Pocillopora verrucose;10-3-2020;160.9314772;100
MAP;9;14;Acropora verweyi;10-3-2020;117.9587337;100
MAP;9;15;Porites cylindrica;10-3-2020;174.4935266;100
MAP;9;16;Porites cylindrica;10-3-2020;154.3281666;100
MAP;9;1;Acropora verweyi;16-3-2020;46.40755474;100
MAP;9;2;Millepora sp;16-3-2020;46.54374044;90
MAP;9;3;Millepora sp;16-3-2020;64.66025475;90
MAP;9;4;Millepora sp;16-3-2020;53.3940256;80
MAP;9;5;Pocillopora verrucose;16-3-2020;88.2357208;100
MAP;9;6;Pocillopora verrucose;16-3-2020;135.2817913;90
MAP;9;7;Acropora verweyi;16-3-2020;63.00916811;100
MAP;9;8;Pocillopora verrucose;16-3-2020;123.6887102;80
MAP;9;9;Porites cylindrica;16-3-2020;113.8687676;60
MAP;9;10;Millepora sp;16-3-2020;46.74505148;70
MAP;9;11;Porites cylindrica;16-3-2020;79.0023046;80
MAP;9;12;Acropora verweyi;16-3-2020;75.24612727;100
MAP;9;13;Pocillopora verrucose;16-3-2020;99.63347491;100
MAP;9;14;Acropora verweyi;16-3-2020;49.42609204;90
MAP;9;15;Porites cylindrica;16-3-2020;112.517024;100
MAP;9;16;Porites cylindrica;16-3-2020;93.28999019;90
MAP;9;1;Acropora verweyi;24-3-2020;68.55243352;100
MAP;9;2;Millepora sp;24-3-2020;105.1404155;80
MAP;9;3;Millepora sp;24-3-2020;71.00629299;90
MAP;9;4;Millepora sp;24-3-2020;79.7581524;80
MAP;9;5;Pocillopora verrucose;24-3-2020;127.6820925;100
MAP;9;6;Pocillopora verrucose;24-3-2020;126.8312456;80
MAP;9;7;Acropora verweyi;24-3-2020;66.45709231;100
MAP;9;8;Pocillopora verrucose;24-3-2020;148.7510662;90
MAP;9;9;Porites cylindrica;24-3-2020;122.7794037;70
MAP;9;10;Millepora sp;24-3-2020;74.95205887;70
MAP;9;11;Porites cylindrica;24-3-2020;135.704959;40
MAP;9;12;Acropora verweyi;24-3-2020;89.05229676;100
MAP;9;13;Pocillopora verrucose;24-3-2020;145.4886564;100
MAP;9;14;Acropora verweyi;24-3-2020;61.71139381;100
MAP;9;15;Porites cylindrica;24-3-2020;120.566291;100
MAP;9;16;Porites cylindrica;24-3-2020;128.5330652;90
MAP;9;1;Acropora verweyi;31-3-2020;87.26770825;90
MAP;9;2;Millepora sp;31-3-2020;146.3893758;90
MAP;9;3;Millepora sp;31-3-2020;110.6684281;100
